x_km,y_km,demand
-3.697,-2.9697,69.062
-3.5758,-2.9697,70.663
-3.4545,-2.9697,72.392
-3.3333,-2.9697,74.334
-3.2121,-2.9697,76.587
-3.0909,-2.9697,79.256
-2.9697,-2.9697,82.447
-2.8485,-2.9697,86.26
-2.7273,-2.9697,90.778
-2.6061,-2.9697,96.058
-2.4848,-2.9697,102.121
-2.3636,-2.9697,108.944
-2.2424,-2.9697,116.451
-2.1212,-2.9697,124.512
-2.0,-2.9697,132.94
-1.8788,-2.9697,141.497
-1.7576,-2.9697,149.906
-1.6364,-2.9697,157.862
-1.5152,-2.9697,165.052
-1.3939,-2.9697,171.173
-1.2727,-2.9697,175.957
-1.1515,-2.9697,179.186
-1.0303,-2.9697,180.712
-0.9091,-2.9697,180.468
-0.7879,-2.9697,178.472
-0.6667,-2.9697,174.825
-0.5455,-2.9697,169.709
-0.4242,-2.9697,163.364
-0.303,-2.9697,156.083
-0.1818,-2.9697,148.182
-0.0606,-2.9697,139.989
0.0606,-2.9697,131.822
0.1818,-2.9697,123.979
0.303,-2.9697,116.722
0.4242,-2.9697,110.274
0.5455,-2.9697,104.812
0.6667,-2.9697,100.466
0.7879,-2.9697,97.317
0.9091,-2.9697,95.394
1.0303,-2.9697,94.67
1.1515,-2.9697,95.06
1.2727,-2.9697,96.411
1.3939,-2.9697,98.507
1.5152,-2.9697,101.064
1.6364,-2.9697,103.741
1.7576,-2.9697,106.159
1.8788,-2.9697,107.927
2.0,-2.9697,108.672
2.1212,-2.9697,108.083
2.2424,-2.9697,105.944
2.3636,-2.9697,102.164
2.4848,-2.9697,96.791
2.6061,-2.9697,90.008
2.7273,-2.9697,82.113
2.8485,-2.9697,73.481
2.9697,-2.9697,64.518
3.0909,-2.9697,55.62
3.2121,-2.9697,47.128
3.3333,-2.9697,39.304
3.4545,-2.9697,32.323
3.5758,-2.9697,26.269
3.697,-2.9697,21.148
3.8182,-2.9697,16.91
3.9394,-2.9697,13.467
4.0606,-2.9697,10.711
4.1818,-2.9697,8.527
4.303,-2.9697,6.809
4.4242,-2.9697,5.461
4.5455,-2.9697,4.402
4.6667,-2.9697,3.569
4.7879,-2.9697,2.908
4.9091,-2.9697,2.38
5.0303,-2.9697,1.956
5.1515,-2.9697,1.612
5.2727,-2.9697,1.331
5.3939,-2.9697,1.101
5.5152,-2.9697,0.912
5.6364,-2.9697,0.756
5.7576,-2.9697,0.626
5.8788,-2.9697,0.519
6.0,-2.9697,0.43
-6.0,-2.8485,40.35
-5.8788,-2.8485,41.534
-5.7576,-2.8485,42.808
-5.6364,-2.8485,44.18
-5.5152,-2.8485,45.655
-5.3939,-2.8485,47.237
-5.2727,-2.8485,48.925
-5.1515,-2.8485,50.715
-5.0303,-2.8485,52.595
-4.9091,-2.8485,54.549
-4.7879,-2.8485,56.555
-4.6667,-2.8485,58.588
-4.5455,-2.8485,60.617
-4.4242,-2.8485,62.614
-4.303,-2.8485,64.549
-4.1818,-2.8485,66.4
-4.0606,-2.8485,68.155
-3.9394,-2.8485,69.812
-3.8182,-2.8485,71.386
-3.697,-2.8485,72.909
-3.5758,-2.8485,74.432
-3.4545,-2.8485,76.026
-3.3333,-2.8485,77.777
-3.2121,-2.8485,79.789
-3.0909,-2.8485,82.171
-2.9697,-2.8485,85.035
-2.8485,-2.8485,88.487
-2.7273,-2.8485,92.616
-2.6061,-2.8485,97.486
-2.4848,-2.8485,103.123
-2.3636,-2.8485,109.511
-2.2424,-2.8485,116.579
-2.1212,-2.8485,124.205
-2.0,-2.8485,132.209
-1.8788,-2.8485,140.364
-1.7576,-2.8485,148.4
-1.6364,-2.8485,156.023
-1.5152,-2.8485,162.93
-1.3939,-2.8485,168.826
-1.2727,-2.8485,173.452
-1.1515,-2.8485,176.596
-1.0303,-2.8485,178.113
-0.9091,-2.8485,177.937
-0.7879,-2.8485,176.082
-0.6667,-2.8485,172.646
-0.5455,-2.8485,167.799
-0.4242,-2.8485,161.776
-0.303,-2.8485,154.857
-0.1818,-2.8485,147.35
-0.0606,-2.8485,139.575
0.0606,-2.8485,131.846
0.1818,-2.8485,124.46
0.303,-2.8485,117.682
0.4242,-2.8485,111.746
0.5455,-2.8485,106.841
0.6667,-2.8485,103.117
0.7879,-2.8485,100.676
0.9091,-2.8485,99.566
1.0303,-2.8485,99.781
1.1515,-2.8485,101.25
1.2727,-2.8485,103.828
1.3939,-2.8485,107.29
1.5152,-2.8485,111.332
1.6364,-2.8485,115.579
1.7576,-2.8485,119.593
1.8788,-2.8485,122.913
2.0,-2.8485,125.084
2.1212,-2.8485,125.705
2.2424,-2.8485,124.473
2.3636,-2.8485,121.223
2.4848,-2.8485,115.952
2.6061,-2.8485,108.823
2.7273,-2.8485,100.149
2.8485,-2.8485,90.355
2.9697,-2.8485,79.929
3.0909,-2.8485,69.363
3.2121,-2.8485,59.106
3.3333,-2.8485,49.521
3.4545,-2.8485,40.865
3.5758,-2.8485,33.284
3.697,-2.8485,26.822
3.8182,-2.8485,21.445
3.9394,-2.8485,17.059
4.0606,-2.8485,13.541
4.1818,-2.8485,10.753
4.303,-2.8485,8.562
4.4242,-2.8485,6.848
4.5455,-2.8485,5.507
4.6667,-2.8485,4.455
4.7879,-2.8485,3.624
4.9091,-2.8485,2.963
5.0303,-2.8485,2.433
5.1515,-2.8485,2.004
5.2727,-2.8485,1.655
5.3939,-2.8485,1.369
5.5152,-2.8485,1.134
5.6364,-2.8485,0.939
5.7576,-2.8485,0.779
5.8788,-2.8485,0.646
6.0,-2.8485,0.535
-6.0,-2.7273,41.032
-5.8788,-2.7273,42.322
-5.7576,-2.7273,43.724
-5.6364,-2.7273,45.249
-5.5152,-2.7273,46.904
-5.3939,-2.7273,48.694
-5.2727,-2.7273,50.619
-5.1515,-2.7273,52.672
-5.0303,-2.7273,54.839
-4.9091,-2.7273,57.098
-4.7879,-2.7273,59.421
-4.6667,-2.7273,61.773
-4.5455,-2.7273,64.114
-4.4242,-2.7273,66.403
-4.303,-2.7273,68.6
-4.1818,-2.7273,70.672
-4.0606,-2.7273,72.595
-3.9394,-2.7273,74.359
-3.8182,-2.7273,75.972
-3.697,-2.7273,77.462
-3.5758,-2.7273,78.879
-3.4545,-2.7273,80.295
-3.3333,-2.7273,81.798
-3.2121,-2.7273,83.497
-3.0909,-2.7273,85.508
-2.9697,-2.7273,87.948
-2.8485,-2.7273,90.932
-2.7273,-2.7273,94.555
-2.6061,-2.7273,98.889
-2.4848,-2.7273,103.967
-2.3636,-2.7273,109.78
-2.2424,-2.7273,116.268
-2.1212,-2.7273,123.315
-2.0,-2.7273,130.754
-1.8788,-2.7273,138.368
-1.7576,-2.7273,145.9
-1.6364,-2.7273,153.071
-1.5152,-2.7273,159.59
-1.3939,-2.7273,165.176
-1.2727,-2.7273,169.579
-1.1515,-2.7273,172.597
-1.0303,-2.7273,174.089
-0.9091,-2.7273,173.988
-0.7879,-2.7273,172.308
-0.6667,-2.7273,169.136
-0.5455,-2.7273,164.633
-0.4242,-2.7273,159.019
-0.303,-2.7273,152.561
-0.1818,-2.7273,145.552
-0.0606,-2.7273,138.299
0.0606,-2.7273,131.11
0.1818,-2.7273,124.275
0.303,-2.7273,118.064
0.4242,-2.7273,112.716
0.5455,-2.7273,108.435
0.6667,-2.7273,105.387
0.7879,-2.7273,103.697
0.9091,-2.7273,103.436
1.0303,-2.7273,104.622
1.1515,-2.7273,107.199
1.2727,-2.7273,111.032
1.3939,-2.7273,115.898
1.5152,-2.7273,121.477
1.6364,-2.7273,127.359
1.7576,-2.7273,133.061
1.8788,-2.7273,138.052
2.0,-2.7273,141.799
2.1212,-2.7273,143.809
2.2424,-2.7273,143.69
2.3636,-2.7273,141.194
2.4848,-2.7273,136.251
2.6061,-2.7273,128.988
2.7273,-2.7273,119.715
2.8485,-2.7273,108.891
2.9697,-2.7273,97.071
3.0909,-2.7273,84.842
3.2121,-2.7273,72.762
3.3333,-2.7273,61.303
3.4545,-2.7273,50.82
3.5758,-2.7273,41.539
3.697,-2.7273,33.556
3.8182,-2.7273,26.864
3.9394,-2.7273,21.377
4.0606,-2.7273,16.959
4.1818,-2.7273,13.452
4.303,-2.7273,10.694
4.4242,-2.7273,8.539
4.5455,-2.7273,6.855
4.6667,-2.7273,5.537
4.7879,-2.7273,4.5
4.9091,-2.7273,3.676
5.0303,-2.7273,3.018
5.1515,-2.7273,2.486
5.2727,-2.7273,2.053
5.3939,-2.7273,1.699
5.5152,-2.7273,1.407
5.6364,-2.7273,1.167
5.7576,-2.7273,0.967
5.8788,-2.7273,0.802
6.0,-2.7273,0.665
-6.0,-2.6061,41.76
-5.8788,-2.6061,43.176
-5.7576,-2.6061,44.73
-5.6364,-2.6061,46.436
-5.5152,-2.6061,48.305
-5.3939,-2.6061,50.345
-5.2727,-2.6061,52.553
-5.1515,-2.6061,54.921
-5.0303,-2.6061,57.432
-4.9091,-2.6061,60.058
-4.7879,-2.6061,62.761
-4.6667,-2.6061,65.496
-4.5455,-2.6061,68.211
-4.4242,-2.6061,70.851
-4.303,-2.6061,73.361
-4.1818,-2.6061,75.696
-4.0606,-2.6061,77.818
-3.9394,-2.6061,79.708
-3.8182,-2.6061,81.364
-3.697,-2.6061,82.81
-3.5758,-2.6061,84.094
-3.4545,-2.6061,85.287
-3.3333,-2.6061,86.485
-3.2121,-2.6061,87.799
-3.0909,-2.6061,89.352
-2.9697,-2.6061,91.273
-2.8485,-2.6061,93.683
-2.7273,-2.6061,96.687
-2.6061,-2.6061,100.364
-2.4848,-2.6061,104.758
-2.3636,-2.6061,109.869
-2.2424,-2.6061,115.646
-2.1212,-2.6061,121.986
-2.0,-2.6061,128.734
-1.8788,-2.6061,135.686
-1.7576,-2.6061,142.604
-1.6364,-2.6061,149.222
-1.5152,-2.6061,155.267
-1.3939,-2.6061,160.473
-1.2727,-2.6061,164.604
-1.1515,-2.6061,167.467
-1.0303,-2.6061,168.927
-0.9091,-2.6061,168.918
-0.7879,-2.6061,167.446
-0.6667,-2.6061,164.592
-0.5455,-2.6061,160.5
-0.4242,-2.6061,155.375
-0.303,-2.6061,149.463
-0.1818,-2.6061,143.039
-0.0606,-2.6061,136.396
0.0606,-2.6061,129.827
0.1818,-2.6061,123.617
0.303,-2.6061,118.033
0.4242,-2.6061,113.32
0.5455,-2.6061,109.696
0.6667,-2.6061,107.344
0.7879,-2.6061,106.411
0.9091,-2.6061,106.995
1.0303,-2.6061,109.133
1.1515,-2.6061,112.793
1.2727,-2.6061,117.854
1.3939,-2.6061,124.094
1.5152,-2.6061,131.185
1.6364,-2.6061,138.692
1.7576,-2.6061,146.089
1.8788,-2.6061,152.788
2.0,-2.6061,158.18
2.1212,-2.6061,161.689
2.2424,-2.6061,162.833
2.3636,-2.6061,161.276
2.4848,-2.6061,156.877
2.6061,-2.6061,149.711
2.7273,-2.6061,140.067
2.8485,-2.6061,128.417
2.9697,-2.6061,115.367
3.0909,-2.6061,101.586
3.2121,-2.6061,87.731
3.3333,-2.6061,74.386
3.4545,-2.6061,62.015
3.5758,-2.6061,50.931
3.697,-2.6061,41.301
3.8182,-2.6061,33.159
3.9394,-2.6061,26.436
4.0606,-2.6061,20.994
4.1818,-2.6061,16.658
4.303,-2.6061,13.241
4.4242,-2.6061,10.567
4.5455,-2.6061,8.479
4.6667,-2.6061,6.846
4.7879,-2.6061,5.562
4.9091,-2.6061,4.544
5.0303,-2.6061,3.731
5.1515,-2.6061,3.074
5.2727,-2.6061,2.541
5.3939,-2.6061,2.104
5.5152,-2.6061,1.744
5.6364,-2.6061,1.446
5.7576,-2.6061,1.2
5.8788,-2.6061,0.996
6.0,-2.6061,0.826
-6.0,-2.4848,42.54
-5.8788,-2.4848,44.1
-5.7576,-2.4848,45.831
-5.6364,-2.4848,47.75
-5.5152,-2.4848,49.871
-5.3939,-2.4848,52.202
-5.2727,-2.4848,54.744
-5.1515,-2.4848,57.484
-5.0303,-2.4848,60.401
-4.9091,-2.4848,63.459
-4.7879,-2.4848,66.611
-4.6667,-2.4848,69.799
-4.5455,-2.4848,72.955
-4.4242,-2.4848,76.008
-4.303,-2.4848,78.889
-4.1818,-2.4848,81.533
-4.0606,-2.4848,83.889
-3.9394,-2.4848,85.924
-3.8182,-2.4848,87.629
-3.697,-2.4848,89.02
-3.5758,-2.4848,90.143
-3.4545,-2.4848,91.072
-3.3333,-2.4848,91.906
-3.2121,-2.4848,92.764
-3.0909,-2.4848,93.779
-2.9697,-2.4848,95.087
-2.8485,-2.4848,96.822
-2.7273,-2.4848,99.1
-2.6061,-2.4848,102.01
-2.4848,-2.4848,105.607
-2.3636,-2.4848,109.902
-2.2424,-2.4848,114.856
-2.1212,-2.4848,120.379
-2.0,-2.4848,126.33
-1.8788,-2.4848,132.524
-1.7576,-2.4848,138.738
-1.6364,-2.4848,144.727
-1.5152,-2.4848,150.234
-1.3939,-2.4848,155.013
-1.2727,-2.4848,158.841
-1.1515,-2.4848,161.537
-1.0303,-2.4848,162.97
-0.9091,-2.4848,163.075
-0.7879,-2.4848,161.853
-0.6667,-2.4848,159.369
-0.5455,-2.4848,155.753
-0.4242,-2.4848,151.186
-0.303,-2.4848,145.893
-0.1818,-2.4848,140.127
-0.0606,-2.4848,134.158
0.0606,-2.4848,128.266
0.1818,-2.4848,122.723
0.303,-2.4848,117.796
0.4242,-2.4848,113.733
0.5455,-2.4848,110.762
0.6667,-2.4848,109.086
0.7879,-2.4848,108.873
0.9091,-2.4848,110.245
1.0303,-2.4848,113.267
1.1515,-2.4848,117.926
1.2727,-2.4848,124.12
1.3939,-2.4848,131.632
1.5152,-2.4848,140.132
1.6364,-2.4848,149.167
1.7576,-2.4848,158.177
1.8788,-2.4848,166.526
2.0,-2.4848,173.54
2.1212,-2.4848,178.569
2.2424,-2.4848,181.047
2.3636,-2.4848,180.558
2.4848,-2.4848,176.882
2.6061,-2.4848,170.035
2.7273,-2.4848,160.27
2.8485,-2.4848,148.055
2.9697,-2.4848,134.023
3.0909,-2.4848,118.904
3.2121,-2.4848,103.44
3.3333,-2.4848,88.32
3.4545,-2.4848,74.109
3.5758,-2.4848,61.221
3.697,-2.4848,49.9
3.8182,-2.4848,40.235
3.9394,-2.4848,32.189
4.0606,-2.4848,25.631
4.1818,-2.4848,20.377
4.303,-2.4848,16.22
4.4242,-2.4848,12.958
4.5455,-2.4848,10.406
4.6667,-2.4848,8.408
4.7879,-2.4848,6.836
4.9091,-2.4848,5.59
5.0303,-2.4848,4.594
5.1515,-2.4848,3.79
5.2727,-2.4848,3.135
5.3939,-2.4848,2.598
5.5152,-2.4848,2.156
5.6364,-2.4848,1.79
5.7576,-2.4848,1.486
5.8788,-2.4848,1.234
6.0,-2.4848,1.024
-6.0,-2.3636,43.371
-5.8788,-2.3636,45.097
-5.7576,-2.3636,47.031
-5.6364,-2.3636,49.195
-5.5152,-2.3636,51.606
-5.3939,-2.3636,54.275
-5.2727,-2.3636,57.202
-5.1515,-2.3636,60.372
-5.0303,-2.3636,63.759
-4.9091,-2.3636,67.318
-4.7879,-2.3636,70.99
-4.6667,-2.3636,74.702
-4.5455,-2.3636,78.369
-4.4242,-2.3636,81.902
-4.303,-2.3636,85.211
-4.1818,-2.3636,88.212
-4.0606,-2.3636,90.839
-3.9394,-2.3636,93.042
-3.8182,-2.3636,94.802
-3.697,-2.3636,96.129
-3.5758,-2.3636,97.067
-3.4545,-2.3636,97.691
-3.3333,-2.3636,98.106
-3.2121,-2.3636,98.44
-3.0909,-2.3636,98.837
-2.9697,-2.3636,99.447
-2.8485,-2.3636,100.415
-2.7273,-2.3636,101.87
-2.6061,-2.3636,103.915
-2.4848,-2.3636,106.618
-2.3636,-2.3636,110.001
-2.2424,-2.3636,114.04
-2.1212,-2.3636,118.659
-2.0,-2.3636,123.734
-1.8788,-2.3636,129.097
-1.7576,-2.3636,134.546
-1.6364,-2.3636,139.854
-1.5152,-2.3636,144.786
-1.3939,-2.3636,149.115
-1.2727,-2.3636,152.632
-1.1515,-2.3636,155.167
-1.0303,-2.3636,156.597
-0.9091,-2.3636,156.853
-0.7879,-2.3636,155.927
-0.6667,-2.3636,153.871
-0.5455,-2.3636,150.792
-0.4242,-2.3636,146.848
-0.303,-2.3636,142.235
-0.1818,-2.3636,137.18
-0.0606,-2.3636,131.93
0.0606,-2.3636,126.744
0.1818,-2.3636,121.883
0.303,-2.3636,117.608
0.4242,-2.3636,114.17
0.5455,-2.3636,111.809
0.6667,-2.3636,110.743
0.7879,-2.3636,111.163
0.9091,-2.3636,113.218
1.0303,-2.3636,116.995
1.1515,-2.3636,122.509
1.2727,-2.3636,129.672
1.3939,-2.3636,138.282
1.5152,-2.3636,148.008
1.6364,-2.3636,158.386
1.7576,-2.3636,168.835
1.8788,-2.3636,178.679
2.0,-2.3636,187.195
2.1212,-2.3636,193.67
2.2424,-2.3636,197.469
2.3636,-2.3636,198.097
2.4848,-2.3636,195.267
2.6061,-2.3636,188.93
2.7273,-2.3636,179.292
2.8485,-2.3636,166.801
2.9697,-2.3636,152.095
3.0909,-2.3636,135.941
3.2121,-2.3636,119.145
3.3333,-2.3636,102.479
3.4545,-2.3636,86.604
3.5758,-2.3636,72.027
3.697,-2.3636,59.076
3.8182,-2.3636,47.905
3.9394,-2.3636,38.517
4.0606,-2.3636,30.802
4.1818,-2.3636,24.578
4.303,-2.3636,19.625
4.4242,-2.3636,15.719
4.5455,-2.3636,12.653
4.6667,-2.3636,10.245
4.7879,-2.3636,8.346
4.9091,-2.3636,6.838
5.0303,-2.3636,5.629
5.1515,-2.3636,4.652
5.2727,-2.3636,3.855
5.3939,-2.3636,3.2
5.5152,-2.3636,2.659
5.6364,-2.3636,2.21
5.7576,-2.3636,1.837
5.8788,-2.3636,1.526
6.0,-2.3636,1.268
-6.0,-2.2424,44.253
-5.8788,-2.2424,46.165
-5.7576,-2.2424,48.328
-5.6364,-2.2424,50.768
-5.5152,-2.2424,53.508
-5.3939,-2.2424,56.559
-5.2727,-2.2424,59.922
-5.1515,-2.2424,63.581
-5.0303,-2.2424,67.5
-4.9091,-2.2424,71.628
-4.7879,-2.2424,75.89
-4.6667,-2.2424,80.197
-4.5455,-2.2424,84.445
-4.4242,-2.2424,88.523
-4.303,-2.2424,92.318
-4.1818,-2.2424,95.726
-4.0606,-2.2424,98.659
-3.9394,-2.2424,101.054
-3.8182,-2.2424,102.877
-3.697,-2.2424,104.133
-3.5758,-2.2424,104.862
-3.4545,-2.2424,105.143
-3.3333,-2.2424,105.089
-3.2121,-2.2424,104.837
-3.0909,-2.2424,104.547
-2.9697,-2.2424,104.381
-2.8485,-2.2424,104.501
-2.7273,-2.2424,105.051
-2.6061,-2.2424,106.149
-2.4848,-2.2424,107.877
-2.3636,-2.2424,110.274
-2.2424,-2.2424,113.328
-2.1212,-2.2424,116.982
-2.0,-2.2424,121.128
-1.8788,-2.2424,125.617
-1.7576,-2.2424,130.267
-1.6364,-2.2424,134.874
-1.5152,-2.2424,139.223
-1.3939,-2.2424,143.106
-1.2727,-2.2424,146.33
-1.1515,-2.2424,148.737
-1.0303,-2.2424,150.205
-0.9091,-2.2424,150.665
-0.7879,-2.2424,150.096
-0.6667,-2.2424,148.532
-0.5455,-2.2424,146.056
-0.4242,-2.2424,142.794
-0.303,-2.2424,138.914
-0.1818,-2.2424,134.61
-0.0606,-2.2424,130.102
0.0606,-2.2424,125.626
0.1818,-2.2424,121.43
0.303,-2.2424,117.767
0.4242,-2.2424,114.891
0.5455,-2.2424,113.051
0.6667,-2.2424,112.484
0.7879,-2.2424,113.402
0.9091,-2.2424,115.977
1.0303,-2.2424,120.327
1.1515,-2.2424,126.487
1.2727,-2.2424,134.391
1.3939,-2.2424,143.852
1.5152,-2.2424,154.544
1.6364,-2.2424,166.002
1.7576,-2.2424,177.628
1.8788,-2.2424,188.724
2.0,-2.2424,198.53
2.1212,-2.2424,206.285
2.2424,-2.2424,211.299
2.3636,-2.2424,213.016
2.4848,-2.2424,211.085
2.6061,-2.2424,205.396
2.7273,-2.2424,196.106
2.8485,-2.2424,183.628
2.9697,-2.2424,168.588
3.0909,-2.2424,151.764
3.2121,-2.2424,134.0
3.3333,-2.2424,116.126
3.4545,-2.2424,98.88
3.5758,-2.2424,82.851
3.697,-2.2424,68.444
3.8182,-2.2424,55.882
3.9394,-2.2424,45.219
4.0606,-2.2424,36.376
4.1818,-2.2424,29.18
4.303,-2.2424,23.413
4.4242,-2.2424,18.835
4.5455,-2.2424,15.221
4.6667,-2.2424,12.369
4.7879,-2.2424,10.11
4.9091,-2.2424,8.308
5.0303,-2.2424,6.859
5.1515,-2.2424,5.683
5.2727,-2.2424,4.72
5.3939,-2.2424,3.926
5.5152,-2.2424,3.268
5.6364,-2.2424,2.721
5.7576,-2.2424,2.265
5.8788,-2.2424,1.885
6.0,-2.2424,1.567
-6.0,-2.1212,45.18
-5.8788,-2.1212,47.298
-5.7576,-2.1212,49.713
-5.6364,-2.1212,52.46
-5.5152,-2.1212,55.563
-5.3939,-2.1212,59.039
-5.2727,-2.1212,62.886
-5.1515,-2.1212,67.086
-5.0303,-2.1212,71.598
-4.9091,-2.1212,76.357
-4.7879,-2.1212,81.276
-4.6667,-2.1212,86.244
-4.5455,-2.1212,91.138
-4.4242,-2.1212,95.82
-4.303,-2.1212,100.156
-4.1818,-2.1212,104.015
-4.0606,-2.1212,107.29
-3.9394,-2.1212,109.898
-3.8182,-2.1212,111.794
-3.697,-2.1212,112.973
-3.5758,-2.1212,113.474
-3.4545,-2.1212,113.38
-3.3333,-2.1212,112.813
-3.2121,-2.1212,111.923
-3.0909,-2.1212,110.885
-2.9697,-2.1212,109.879
-2.8485,-2.1212,109.084
-2.7273,-2.1212,108.663
-2.6061,-2.1212,108.752
-2.4848,-2.1212,109.448
-2.3636,-2.1212,110.806
-2.2424,-2.1212,112.833
-2.1212,-2.1212,115.486
-2.0,-2.1212,118.678
-1.8788,-2.1212,122.279
-1.7576,-2.1212,126.129
-1.6364,-2.1212,130.044
-1.5152,-2.1212,133.833
-1.3939,-2.1212,137.304
-1.2727,-2.1212,140.283
-1.1515,-2.1212,142.619
-1.0303,-2.1212,144.194
-0.9091,-2.1212,144.932
-0.7879,-2.1212,144.799
-0.6667,-2.1212,143.805
-0.5455,-2.1212,142.004
-0.4242,-2.1212,139.489
-0.303,-2.1212,136.39
-0.1818,-2.1212,132.866
-0.0606,-2.1212,129.106
0.0606,-2.1212,125.322
0.1818,-2.1212,121.744
0.303,-2.1212,118.618
0.4242,-2.1212,116.2
0.5455,-2.1212,114.75
0.6667,-2.1212,114.521
0.7879,-2.1212,115.749
0.9091,-2.1212,118.633
1.0303,-2.1212,123.315
1.1515,-2.1212,129.856
1.2727,-2.1212,138.213
1.3939,-2.1212,148.215
1.5152,-2.1212,159.548
1.6364,-2.1212,171.749
1.7576,-2.1212,184.22
1.8788,-2.1212,196.247
2.0,-2.1212,207.05
2.1212,-2.1212,215.839
2.2424,-2.1212,221.883
2.3636,-2.1212,224.582
2.4848,-2.1212,223.532
2.6061,-2.1212,218.571
2.7273,-2.1212,209.806
2.8485,-2.1212,197.607
2.9697,-2.1212,182.572
3.0909,-2.1212,165.469
3.2121,-2.1212,147.154
3.3333,-2.1212,128.489
3.4545,-2.1212,110.261
3.5758,-2.1212,93.12
3.697,-2.1212,77.542
3.8182,-2.1212,63.809
3.9394,-2.1212,52.03
4.0606,-2.1212,42.163
4.1818,-2.1212,34.059
4.303,-2.1212,27.506
4.4242,-2.1212,22.263
4.5455,-2.1212,18.093
4.6667,-2.1212,14.779
4.7879,-2.1212,12.137
4.9091,-2.1212,10.017
5.0303,-2.1212,8.303
5.1515,-2.1212,6.903
5.2727,-2.1212,5.752
5.3939,-2.1212,4.798
5.5152,-2.1212,4.004
5.6364,-2.1212,3.341
5.7576,-2.1212,2.786
5.8788,-2.1212,2.322
6.0,-2.1212,1.933
-6.0,-2.0,46.144
-5.8788,-2.0,48.484
-5.7576,-2.0,51.172
-5.6364,-2.0,54.25
-5.5152,-2.0,57.748
-5.3939,-2.0,61.683
-5.2727,-2.0,66.056
-5.1515,-2.0,70.844
-5.0303,-2.0,75.999
-4.9091,-2.0,81.444
-4.7879,-2.0,87.074
-4.6667,-2.0,92.762
-4.5455,-2.0,98.356
-4.4242,-2.0,103.696
-4.303,-2.0,108.619
-4.1818,-2.0,112.97
-4.0606,-2.0,116.616
-3.9394,-2.0,119.457
-3.8182,-2.0,121.433
-3.697,-2.0,122.531
-3.5758,-2.0,122.79
-3.4545,-2.0,122.297
-3.3333,-2.0,121.182
-3.2121,-2.0,119.613
-3.0909,-2.0,117.781
-2.9697,-2.0,115.886
-2.8485,-2.0,114.129
-2.7273,-2.0,112.692
-2.6061,-2.0,111.729
-2.4848,-2.0,111.358
-2.3636,-2.0,111.651
-2.2424,-2.0,112.633
-2.1212,-2.0,114.279
-2.0,-2.0,116.521
-1.8788,-2.0,119.251
-1.7576,-2.0,122.329
-1.6364,-2.0,125.595
-1.5152,-2.0,128.877
-1.3939,-2.0,132.005
-1.2727,-2.0,134.817
-1.1515,-2.0,137.171
-1.0303,-2.0,138.95
-0.9091,-2.0,140.068
-0.7879,-2.0,140.473
-0.6667,-2.0,140.147
-0.5455,-2.0,139.109
-0.4242,-2.0,137.413
-0.303,-2.0,135.144
-0.1818,-2.0,132.425
-0.0606,-2.0,129.408
0.0606,-2.0,126.275
0.1818,-2.0,123.241
0.303,-2.0,120.543
0.4242,-2.0,118.44
0.5455,-2.0,117.204
0.6667,-2.0,117.108
0.7879,-2.0,118.412
0.9091,-2.0,121.341
1.0303,-2.0,126.066
1.1515,-2.0,132.673
1.2727,-2.0,141.144
1.3939,-2.0,151.326
1.5152,-2.0,162.921
1.6364,-2.0,175.478
1.7576,-2.0,188.403
1.8788,-2.0,200.984
2.0,-2.0,212.432
2.1212,-2.0,221.945
2.2424,-2.0,228.77
2.3636,-2.0,232.279
2.4848,-2.0,232.028
2.6061,-2.0,227.814
2.7273,-2.0,219.697
2.8485,-2.0,208.002
2.9697,-2.0,193.288
3.0909,-2.0,176.293
3.2121,-2.0,157.861
3.3333,-2.0,138.859
3.4545,-2.0,120.097
3.5758,-2.0,102.264
3.697,-2.0,85.881
3.8182,-2.0,71.287
3.9394,-2.0,58.636
4.0606,-2.0,47.928
4.1818,-2.0,39.045
4.303,-2.0,31.791
4.4242,-2.0,25.932
4.5455,-2.0,21.229
4.6667,-2.0,17.458
4.7879,-2.0,14.427
4.9091,-2.0,11.975
5.0303,-2.0,9.976
5.1515,-2.0,8.332
5.2727,-2.0,6.97
5.3939,-2.0,5.835
5.5152,-2.0,4.884
5.6364,-2.0,4.086
5.7576,-2.0,3.416
5.8788,-2.0,2.852
6.0,-2.0,2.379
-6.0,-1.8788,47.131
-5.8788,-1.8788,49.704
-5.7576,-1.8788,52.682
-5.6364,-1.8788,56.11
-5.5152,-1.8788,60.024
-5.3939,-1.8788,64.446
-5.2727,-1.8788,69.375
-5.1515,-1.8788,74.786
-5.0303,-1.8788,80.621
-4.9091,-1.8788,86.793
-4.7879,-1.8788,93.178
-4.6667,-1.8788,99.627
-4.5455,-1.8788,105.964
-4.4242,-1.8788,112.001
-4.303,-1.8788,117.546
-4.1818,-1.8788,122.418
-4.0606,-1.8788,126.459
-3.9394,-1.8788,129.549
-3.8182,-1.8788,131.611
-3.697,-1.8788,132.628
-3.5758,-1.8788,132.635
-3.4545,-1.8788,131.725
-3.3333,-1.8788,130.042
-3.2121,-1.8788,127.767
-3.0909,-1.8788,125.113
-2.9697,-1.8788,122.301
-2.8485,-1.8788,119.555
-2.7273,-1.8788,117.078
-2.6061,-1.8788,115.048
-2.4848,-1.8788,113.601
-2.3636,-1.8788,112.829
-2.2424,-1.8788,112.775
-2.1212,-1.8788,113.436
